0|2|https://media.danubeogradu.rs/2014/06/beograd-na-vodi.jpg
1|2|https://hpk.rs/wp-content/uploads/2016/03/Panorama-Beograd.jpg
2|1|https://ilovenovisad.com/wp-content/uploads/2016/02/Novi-Sad.jpg
3|1|https://novisad.travel/wp-content/uploads/2019/01/Dunavska-ulica-IMG_2063_compressed.jpg
4|0|https://cdn.getyourguide.com/img/tour/6426aa19441f3.jpeg/145.jpg
5|2|https://tumagazin.rs/wp-content/uploads/2021/01/Kalemegdan-park-za-sva-vremena.jpg
6|5|ASKOSADOD
7|5|Image
8|3|slika
9|4|SLIKA4
10|5|https://cdn.britannica.com/06/150806-050-6AE99C98/Proboscis-monkey.jpg
11|6|https://ssluzba.ftn.uns.ac.rs/ssluzbasp/
12|7|https://media.istockphoto.com/id/157430678/photo/three-potatoes.jpg?s=612x612&w=0&k=20&c=qkMoEgcj8ZvYbzDYEJEhbQ57v-nmkHS7e88q8dv7TSA=
13|8|https://media.istockphoto.com/id/157430678/photo/three-potatoes.jpg?s=612x612&w=0&k=20&c=qkMoEgcj8ZvYbzDYEJEhbQ57v-nmkHS7e88q8dv7TSA=
14|9|https://images.unsplash.com/photo-1528207776546-365bb710ee93?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mnx8cGFuY2FrZXN8ZW58MHx8MHx8&w=1000&q=80
15|10|https://twiki.cern.ch/twiki/pub/Sandbox/POTATO/bp-potato-or-potaNO-quiz.jpg
16|11|https://product.hstatic.net/200000040344/product/i_20tour_20hay_20tu_20tuc_20nhung_20trai_20nghiem_20rieng_20biet_20_1__d81a6904f2f74aa1b2e34ced0a8dd6ab.jpg
17|12|https://upload.wikimedia.org/wikipedia/en/9/9a/Trollface_non-free.png
18|13|https://ichef.bbci.co.uk/childrens-responsive-ichef-live/r/720/1x/cbbc/bp-potato-or-potaNO-quiz.jpg
19|14|https://twiki.cern.ch/twiki/pub/Sandbox/POTATO/bp-potato-or-potaNO-quiz.jpg
20|15|https://cdn.shopify.com/s/files/1/1832/0821/files/catshark.jpg?v=1649869148
21|16|https://cdn.shopify.com/s/files/1/1832/0821/files/catshark.jpg?v=1649869148
22|17|https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Novi_Sad_-_Vojvodina.jpg/640px-Novi_Sad_-_Vojvodina.jpg
23|18|https://www.seekpng.com/png/full/200-2008833_street-clipart-transparent-small-town-clip-art.png
24|19|https://upload.wikimedia.org/wikipedia/en/0/03/Walter_White_S5B.png
25|20|https://i1.sndcdn.com/artworks-3z9Dm5mXDMcz20kJ-p8v0FA-t500x500.jpg
26|21|https://i1.sndcdn.com/artworks-3z9Dm5mXDMcz20kJ-p8v0FA-t500x500.jpg
28|22|https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnoHH5O7HksrMA1V0RXVabU66tsoD1KuqtprlIrzc&s
29|23|https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnoHH5O7HksrMA1V0RXVabU66tsoD1KuqtprlIrzc&s
30|24|https://nationaltoday.com/wp-content/uploads/2021/11/Visit-the-Zoo-Day.jpg
